"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","RMG","RMN"
1237,3.455,60.244,122.605,302.2443,4.6878,4.8341,3.9171,4.5428
1237.125,3.483,60.2867,118.0658,291.0753,5.2329,5.2793,4.0559,4.6007
1237.25,3.511,61.5354,115.83,286.5276,5.6401,5.6335,4.128,4.6795
1237.375,3.54,63.5008,114.46,281.475,5.6564,5.6876,4.0574,4.6598
1237.5,3.568,64.4249,114.3809,273.2748,5.4653,5.5414,3.8703,4.2862
1237.625,3.597,65.2105,111.7161,279.1358,5.2804,5.3851,3.5217,4.1723
1237.75,3.625,65.6754,110.2519,288.8671,5.1018,5.2003,3.2679,3.9165
1237.875,3.653,65.5858,111.4488,294.9297,4.8968,4.9794,3.2251,3.7737
1238,3.682,66.4325,109.8793,286.3865,4.747,4.8179,3.2571,3.6975
1238.125,3.71,67.5854,110.7148,278.8496,4.6092,4.6795,2.5345,3.1977
1238.25,3.739,68.2452,114.0872,274.0014,4.4781,4.5576,2.724,3.3316
1238.375,3.767,69.0215,115.9843,274.9813,4.423,4.4788,2.8385,3.355
1238.5,3.795,69.0793,120.053,280.0732,4.4504,4.4789,2.7247,3.2637
1238.625,3.824,68.8736,125.6576,268.3747,4.4513,4.4675,2.8102,3.3496
1238.75,3.852,68.5934,127.7616,246.5999,4.4404,4.4303,2.7952,3.3374
1238.875,3.881,68.1404,125.1118,264.1002,4.4291,4.4191,2.6688,3.1563
1239,3.909,67.9871,121.5851,281.8983,4.3246,4.3693,2.7314,3.0479
1239.125,3.937,67.9209,118.1636,263.9993,4.182,4.2713,2.6932,3.3216
1239.25,3.966,67.7655,116.0371,269.2262,4.178,4.2734,2.7999,3.3599
1239.375,3.994,67.8591,114.3884,288.0422,4.3403,4.4232,2.4617,3.1564
1239.5,4.017,66.9234,109.4238,304.0476,4.5257,4.6022,2.7216,3.7487
1239.625,4.037,64.8164,106.0363,281.5487,4.6503,4.7492,3.6695,4.3306
1239.75,4.058,64.2878,105.3023,268.8672,4.8569,4.958,3.4454,4.1162
1239.875,4.079,63.9975,105.8255,271.5477,5.1108,5.1858,3.2502,3.8778
1240,4.1,62.7028,107.7149,276.1828,5.0776,5.1802,2.7372,3.8081
1240.125,4.121,62.0683,107.7828,265.9967,4.9249,5.0551,3.4351,4.1218
1240.25,4.142,63.2983,107.0601,253.7483,4.8924,5.0213,3.6389,4.2583
1240.375,4.162,66.0825,108.464,271.2126,4.8134,4.9717,3.0807,3.8084
1240.5,4.183,66.7947,111.2305,271.6248,4.6868,4.8442,2.8898,3.6047
1240.625,4.204,66.9968,112.3484,266.1905,4.6669,4.8316,3.2238,3.7974
1240.75,4.225,67.0388,110.6659,271.1398,4.8945,5.0211,2.8301,3.6163
1240.875,4.246,65.1487,109.1453,272.5723,5.1154,5.17,2.9093,3.7516
1241,4.267,62.5597,109.6534,255.2093,5.1228,5.1847,3.6661,4.4302
1241.125,4.287,61.4906,109.6308,246.5,5.078,5.1743,3.6516,4.4966
1241.25,4.308,59.9298,108.3586,256.8664,5.0213,5.1789,3.4824,4.1412
1241.375,4.329,54.6901,104.3312,269.2757,5.149,5.3926,3.9235,4.4589
1241.5,4.35,43.4104,98.1697,284.7098,5.6831,6.0122,3.767,4.5099
1241.625,4.371,25.7272,90.5064,289.8313,6.9052,7.3112,4.8572,5.6986
1241.75,4.392,10.6066,83.0952,284.4625,8.7973,9.1733,5.6558,6.6339
1241.875,4.412,-0.7671,77.98,306.999,11.7026,12.0255,5.5583,7.0929
1242,4.433,-6.6258,75.5222,290.2169,14.889,15.1225,6.4125,8.2191
1242.125,4.454,-6.1829,75.7782,256.8624,17.3423,17.2883,6.7756,8.6519
1242.25,4.475,-1.7363,81.4165,265.222,16.1387,16.0517,6.7788,8.2798
1242.375,4.496,8.8242,92.5502,297.3633,11.2588,11.5435,6.5088,8.1006
1242.5,4.517,26.7988,105.5545,265.8923,7.2609,7.7233,7.42,8.6784
1242.625,4.537,50.1806,119.4622,252.467,5.2411,5.6808,4.302,4.6675
1242.75,4.558,63.0174,130.1253,256.9095,4.2137,4.6199,2.2163,2.9809
1242.875,4.579,67.0977,132.5794,277.9215,3.5568,3.8351,2.2985,3.0593
1243,4.6,68.0424,130.6936,289.2469,3.5103,3.6392,2.4371,3.1007
1243.125,4.621,68.0363,130.1329,309.0639,3.7525,3.7751,2.0509,2.7808
1243.25,4.642,68.4716,128.2283,300.2856,3.8575,3.8845,1.8769,2.7469
1243.375,4.662,69.0529,129.1054,291.958,3.8913,3.9861,2.0846,2.8231
1243.5,4.683,69.4069,130.4679,295.8699,4.0094,4.1626,2.1538,2.847
1243.625,4.704,70.054,129.6323,286.3517,4.2282,4.4336,2.2974,3.0853
1243.75,4.725,69.8581,128.6235,295.8638,4.4875,4.7222,2.48,3.2703
1243.875,4.746,68.2485,126.0265,304.3973,4.659,4.9024,2.9941,3.7314
1244,4.767,66.0568,121.777,274.9862,4.8493,5.1127,3.3607,4.0012
1244.125,4.787,63.8308,118.0205,270.9455,4.9281,5.2429,3.9034,4.5494
1244.25,4.808,62.9035,114.8551,288.0333,4.9758,5.344,3.7003,4.3233
1244.375,4.829,60.1605,114.2529,285.5229,5.1601,5.5168,3.5278,4.2008
1244.5,4.85,56.3441,116.7785,282.2869,5.4654,5.7414,3.6666,4.3991
1244.625,4.871,51.4315,116.9404,292.3756,5.6728,5.8701,4.5246,5.0494
1244.75,4.892,51.2103,119.7972,283.559,5.6123,5.7681,4.8458,5.3049
1244.875,4.912,58.338,126.4443,292.8086,5.3054,5.4627,4.5836,4.9364
1245,4.933,64.9997,130.5243,284.3008,4.9044,5.0836,3.6291,3.8029
1245.125,4.954,67.4799,134.3598,279.2471,4.4175,4.5903,2.7163,3.1898
1245.25,4.975,68.1407,134.8152,280.0158,4.0227,4.194,2.7368,3.2612
1245.375,4.996,68.3692,130.4904,279.7366,3.9293,4.0684,2.5901,3.2289
1245.5,5.013,67.759,127.2986,281.0826,3.9727,4.0768,2.5734,3.1847
1245.625,5.03,68.2937,127.9273,310.8115,3.9537,4.0845,2.603,3.1547
1245.75,5.046,69.4596,128.5633,317.9678,4.0247,4.1844,2.6401,3.2254
1245.875,5.062,68.2554,125.6952,309.6847,4.3623,4.5105,2.6043,3.2124
1246,5.079,64.764,121.856,294.8585,4.7301,4.8538,2.9313,3.6315
1246.125,5.095,60.2748,116.5075,279.0169,4.8396,4.96,3.7279,4.3897
1246.25,5.112,60.671,113.9367,265.7864,4.7492,4.8716,4.4984,5.0823
1246.375,5.128,64.2636,117.934,276.9251,4.4733,4.6459,4.0593,4.2148
1246.5,5.145,66.4997,123.8321,295.4928,4.1111,4.3513,2.2943,2.8751
1246.625,5.161,67.4061,131.8868,308.4605,3.8269,4.0849,2.2495,2.854
1246.75,5.178,67.806,138.2216,317.9574,3.7739,4.0052,2.5114,3.0997
1246.875,5.194,67.8851,138.2553,303.1257,3.892,4.0931,2.8256,3.3185
1247,5.211,68.2958,135.5492,281.776,4.0206,4.2027,2.8233,3.2232
1247.125,5.227,68.3935,131.4239,275.5357,4.1531,4.3033,2.5717,3.0895
1247.25,5.243,67.242,126.1205,271.9903,4.2659,4.4132,2.6936,3.4405
1247.375,5.26,66.4571,120.8171,283.5282,4.3517,4.5339,2.8641,3.6442
1247.5,5.276,65.8265,117.6029,290.0611,4.4401,4.6287,3.2118,3.9283
1247.625,5.293,65.3475,116.7183,293.1719,4.5469,4.7086,3.3631,3.9555
1247.75,5.309,64.269,114.3696,289.7184,4.6403,4.806,3.1889,3.8348
1247.875,5.326,61.9122,111.0724,292.379,4.7783,4.9377,3.188,3.799
1248,5.342,58.4425,105.2082,292.6487,4.9194,5.0615,3.381,4.1013
1248.125,5.359,53.8535,98.2977,274.9491,5.0369,5.1821,4.1372,4.7093
1248.25,5.375,48.1314,97.2062,260.6752,5.1872,5.361,4.1376,4.8538
1248.375,5.391,38.7426,97.8271,272.8539,5.7116,5.881,4.438,5.0948
