"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","DEN","RMG","RMN"
1194.375,1.212,51.1083,81.0519,277.6611,8.1239,8.9563,2.2669,5.533,6.8035
1194.5,1.239,50.8919,78.2901,277.668,7.1927,7.9341,2.2896,5.3402,7.1308
1194.625,1.266,51.4646,83.5617,286.079,6.2121,6.9245,2.3124,4.9011,5.9656
1194.75,1.293,52.2481,88.3623,291.3618,5.8074,6.4796,2.3035,4.4337,5.101
1194.875,1.321,53.2813,92.3887,295.984,5.6877,6.2948,2.2793,3.4818,4.0275
1195,1.348,54.0156,94.6794,289.7156,5.7429,6.2235,2.2569,3.3704,4.1442
1195.125,1.375,54.3602,97.0474,282.2121,6.1131,6.4503,2.2375,4.8198,6.3461
1195.25,1.402,54.6183,101.6609,284.2964,6.8771,7.2105,2.2345,4.6935,5.515
1195.375,1.429,55.223,105.6485,293.3071,6.5361,7.0713,2.2576,3.9285,4.5346
1195.5,1.457,56.1179,107.5393,289.7162,5.8707,6.3632,2.2783,4.2022,4.8737
1195.625,1.484,57.3458,106.5262,286.0694,5.5402,5.9965,2.2996,4.0503,4.6667
1195.75,1.511,58.5379,108.2746,284.9316,5.0705,5.5659,2.339,3.4604,4.0501
1195.875,1.538,59.5678,113.1204,287.3322,4.6692,5.1617,2.3656,3.2189,3.9391
1196,1.565,60.1548,115.2757,291.5555,4.6253,5.0791,2.3527,3.1159,3.7136
1196.125,1.592,60.5742,114.5337,296.681,4.6265,5.1211,2.321,3.042,3.5491
1196.25,1.62,60.6083,107.9395,294.4741,4.7765,5.4812,2.3016,3.2892,3.8365
1196.375,1.647,60.3847,99.5448,290.3848,6.1632,6.5714,2.3229,3.924,4.6451
1196.5,1.674,60.0416,92.8535,292.4811,7.5669,7.9497,2.346,3.7864,4.8693
1196.625,1.701,59.7866,87.3559,289.1874,6.7815,7.3079,2.3133,4.0896,5.7691
1196.75,1.728,59.9422,87.1558,265.5121,5.8988,6.4635,2.2866,6.0909,8.6057
1196.875,1.755,60.5141,90.8594,279.7672,5.2339,5.9146,2.2861,3.8199,4.7447
1197,1.783,61.3933,97.5829,314.7272,4.1291,4.8327,2.2863,2.4545,2.8867
