"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","DEN","RMG","RMN"
1488.5,14.114,74.548,124.6948,348.0371,2.9854,3.1009,2.448,1.6761,2.0285
1488.625,14.122,74.548,122.998,339.1029,3.1492,3.2371,2.4516,1.772,2.1103
1488.75,14.13,74.6908,120.0851,335.925,3.0488,3.1259,2.453,1.8136,2.1626
1488.875,14.139,75.3956,118.8426,337.2632,2.8618,2.94,2.4558,1.7833,2.1291
1489,14.147,75.7093,118.8378,341.363,2.7394,2.8109,2.4596,1.735,2.068
1489.125,14.156,75.272,119.2506,344.6444,2.7406,2.7963,2.4633,1.6991,2.0229
1489.25,14.164,75.7788,120.4549,340.3971,2.7415,2.816,2.4655,1.7412,2.062
1489.375,14.172,75.9588,116.5755,342.0202,2.9,2.9651,2.465,1.7366,2.0561
1489.5,14.181,75.9448,115.2365,337.1132,3.0104,3.0869,2.4651,1.7916,2.1189
1489.625,14.189,76.3648,114.2421,333.8737,3.0746,3.1637,2.4631,1.8352,2.1685
1489.75,14.197,77.097,113.6597,334.1549,3.0974,3.1927,2.4607,1.8282,2.1633
1489.875,14.206,77.6488,114.4943,334.6645,3.0901,3.1872,2.4621,1.8167,2.1542
1490,14.214,78.6467,112.031,331.8818,3.1105,3.1985,2.4696,1.8532,2.1931
1490.125,14.222,80.0865,111.8842,336.2008,2.9863,3.0586,2.4753,1.796,2.118
1490.25,14.231,80.7622,114.3326,337.1075,2.9292,3.0015,2.4764,1.7706,2.099
1490.375,14.239,80.8725,116.9022,339.3594,2.8893,2.9607,2.4715,1.7435,2.054
1490.5,14.247,80.5933,118.6762,344.7844,2.8161,2.8696,2.4626,1.6773,1.9997
1490.625,14.256,79.6035,122.2129,345.6906,2.7451,2.7616,2.4551,1.6634,1.9847
1490.75,14.264,79.1959,121.337,352.2811,2.7233,2.7351,2.4448,1.624,1.9571
1490.875,14.273,79.5683,124.5894,355.305,2.686,2.6967,2.4343,1.6015,1.9354
1491,14.281,79.9166,125.9921,355.6136,2.6484,2.6602,2.4267,1.5966,1.9324
1491.125,14.289,80.0259,125.1733,356.7238,2.6319,2.6459,2.4263,1.5972,1.9288
1491.25,14.298,80.0901,124.0693,360.3691,2.6637,2.6792,2.4359,1.5841,1.9155
1491.375,14.306,80.5917,120.2925,353.9248,2.7946,2.8065,2.4467,1.6242,1.9514
1491.5,14.314,80.4854,118.8536,350.675,2.8184,2.8305,2.4507,1.6444,1.9698
1491.625,14.323,79.0501,116.7434,348.7559,2.7945,2.8117,2.455,1.6606,1.984
1491.75,14.331,77.5255,114.9207,346.12,2.7511,2.7798,2.4568,1.6809,1.9974
1491.875,14.339,76.7545,112.2581,343.5635,2.7353,2.7827,2.455,1.7027,2.0156
1492,14.348,76.6107,104.8011,344.6452,2.8199,2.891,2.4513,1.7202,2.0311
1492.125,14.356,76.3808,98.6157,329.7062,3.1464,3.203,2.4544,1.918,2.2604
1492.25,14.365,76.3462,95.9451,322.0291,3.3104,3.3694,2.4648,2.0627,2.4385
1492.375,14.373,76.0093,97.9831,319.6755,3.2534,3.3202,2.4709,2.1185,2.4687
1492.5,14.381,75.9337,101.7683,318.7801,3.0552,3.1326,2.469,2.1099,2.4585
1492.625,14.39,76.7552,104.2335,318.5987,2.8448,2.9309,2.4606,2.0974,2.432
1492.75,14.398,77.9253,107.9009,331.7801,2.7092,2.7752,2.4535,1.8476,2.1494
1492.875,14.406,78.7827,106.5474,339.6152,2.8166,2.871,2.4536,1.7755,2.0624
1493,14.415,79.3227,107.7147,341.8354,2.9242,2.992,2.4536,1.7501,2.0484
1493.125,14.423,79.9098,109.3873,339.504,3.0247,3.1157,2.4534,1.7803,2.0671
1493.25,14.431,80.7792,111.0216,335.4865,3.1321,3.2457,2.4538,1.8129,2.1189
1493.375,14.44,81.9718,114.2029,333.4002,3.2495,3.3833,2.456,1.8357,2.1432
1493.5,14.448,83.4818,117.4872,328.4208,3.2106,3.3737,2.4587,1.8964,2.2161
1493.625,14.457,83.4446,118.5644,325.5326,3.1725,3.339,2.4607,1.9277,2.2393
1493.75,14.465,83.2688,117.1484,323.6793,3.1901,3.3577,2.4591,1.9695,2.2797
1493.875,14.473,82.853,116.3128,322.7438,3.1914,3.3701,2.4586,1.9967,2.2984
1494,14.482,82.0449,117.959,323.4525,3.1339,3.3313,2.4625,1.9718,2.2889
1494.125,14.49,81.7132,118.3969,327.9925,3.1458,3.3442,2.4659,1.9069,2.2263
1494.25,14.498,81.5352,121.1547,333.0972,3.18,3.3786,2.4679,1.8315,2.1355
1494.375,14.507,81.5492,120.8245,334.4093,3.1147,3.2878,2.466,1.8171,2.1218
1494.5,14.515,81.9334,120.1482,336.4079,3.0301,3.1693,2.4636,1.7947,2.0972
1494.625,14.523,82.3889,120.6166,338.6492,2.9345,3.0515,2.4617,1.7671,2.0588
1494.75,14.532,82.3423,122.2816,337.8753,2.7853,2.9068,2.459,1.7687,2.0651
1494.875,14.54,81.9112,125.347,342.8548,2.6698,2.7934,2.4521,1.7129,2.0081
1495,14.548,80.1775,125.0421,348.7236,2.6341,2.7866,2.4447,1.676,1.9826
1495.125,14.557,78.7285,122.6248,351.7863,2.7699,2.9492,2.438,1.6698,1.9781
1495.25,14.565,78.1164,118.2374,352.1831,3.0915,3.2874,2.4372,1.6886,1.9957
1495.375,14.574,78.1451,113.1377,347.4436,3.4919,3.706,2.4455,1.7335,2.0482
1495.5,14.582,77.7114,110.8934,328.6968,3.691,3.9624,2.461,1.9511,2.286
1495.625,14.59,77.7694,112.3355,324.1652,3.6988,3.991,2.4762,2.0213,2.3547
1495.75,14.599,77.7838,115.2065,321.0138,3.4944,3.8141,2.4774,2.0638,2.3998
1495.875,14.607,78.1529,120.6965,321.5457,3.1801,3.4751,2.4742,2.0135,2.3286
1496,14.615,78.6826,125.0802,327.4488,2.9239,3.1638,2.4678,1.8924,2.194
1496.125,14.624,78.9428,123.9182,337.4284,2.8637,3.078,2.4573,1.7674,2.071
1496.25,14.632,79.2771,124.794,337.2818,2.8187,3.0301,2.4552,1.7636,2.0685
1496.375,14.64,79.6864,122.1449,341.7202,2.8685,3.1159,2.4541,1.7342,2.0344
1496.5,14.649,80.277,122.7015,340.1731,3.0107,3.2841,2.4611,1.7565,2.0466
1496.625,14.657,81.0248,122.779,335.7536,3.3595,3.6609,2.4664,1.8082,2.1199
1496.75,14.666,82.039,119.7656,330.0919,3.8399,4.1838,2.4672,1.9192,2.2562
1496.875,14.674,83.5992,115.3232,319.4521,4.0971,4.4941,2.4746,2.1605,2.4951
1497,14.682,83.5992,110.3968,311.6896,4.1486,4.5644,2.481,2.3941,2.7658
1497.125,14.691,83.8014,110.4525,307.9031,3.8719,4.3004,2.4788,2.4918,2.8452
1497.25,14.699,83.5209,111.4809,310.1254,3.4482,3.859,2.4761,2.3896,2.7358
1497.375,14.707,82.7927,115.0804,316.4053,3.1247,3.4978,2.4725,2.1718,2.4957
1497.5,14.716,82.0635,122.9875,322.26,3.0694,3.4122,2.4668,1.988,2.2894
1497.625,14.724,81.9696,127.0382,320.942,3.0583,3.4022,2.471,2.0044,2.3065
1497.75,14.732,81.6395,125.5397,320.4337,3.4441,3.861,2.4681,2.0384,2.3527
1497.875,14.741,81.4106,121.5699,315.1591,4.1003,4.5835,2.4708,2.255,2.5812
1498,14.749,81.8023,113.9228,304.5808,4.5313,4.9897,2.4747,2.6176,3.0063
1498.125,14.758,82.3821,107.2807,295.1605,4.5077,4.8858,2.4759,2.901,3.2701
1498.25,14.766,81.7334,111.8321,298.8922,4.1816,4.5785,2.474,2.7383,3.0868
1498.375,14.774,79.8944,115.3901,307.2403,3.7377,4.1299,2.4591,2.4828,2.808
1498.5,14.783,78.5342,121.795,318.9741,3.1596,3.4731,2.4467,2.0798,2.3837
1498.625,14.791,78.4376,123.7893,334.6205,2.8374,3.0566,2.4388,1.7847,2.0953
1498.75,14.799,78.7742,124.3319,345.6503,2.7904,2.9438,2.4357,1.6815,1.986
1498.875,14.808,78.6881,127.3394,345.2777,2.8689,3.0067,2.4365,1.6799,1.9811
1499,14.816,79.0276,128.4342,340.8839,2.8578,3.0088,2.4401,1.7066,2.0094
1499.125,14.824,78.7328,132.0219,339.6863,2.7782,2.9594,2.4435,1.7086,2.0092
1499.25,14.833,78.9523,128.6353,340.1571,2.9707,3.2197,2.4497,1.7234,2.0201
1499.375,14.841,79.5037,126.2181,336.9216,3.3915,3.7148,2.4555,1.7685,2.0825
1499.5,14.849,79.8612,123.7993,327.0394,3.8488,4.2202,2.4611,1.9457,2.2591
1499.625,14.858,79.4848,113.6863,311.4456,4.0872,4.4654,2.4699,2.3765,2.7037
1499.75,14.866,79.5787,112.9199,302.5117,4.1424,4.6133,2.4807,2.6112,2.969
1499.875,14.875,80.5284,110.6599,297.8242,4.4499,5.0317,2.479,2.7836,3.1145
1500,14.883,81.6783,112.8587,294.0554,4.2537,4.822,2.4739,2.8535,3.2152
1500.125,14.891,82.9284,115.6982,293.4892,3.9529,4.4179,2.4698,2.8096,3.1883
1500.25,14.9,84.0483,115.2575,296.7254,4.0102,4.3549,2.4711,2.7362,3.0848
1500.375,14.908,84.2286,113.4512,297.6041,4.3092,4.5574,2.4835,2.7456,3.0771
1500.5,14.916,83.9935,113.5681,291.4787,4.0314,4.3214,2.4819,2.8663,3.229
1500.625,14.925,83.4296,115.0165,300.0335,3.5435,3.7666,2.4768,2.6225,2.9521
1500.75,14.933,83.259,119.3495,312.4952,3.2114,3.3501,2.4689,2.256,2.5711
1500.875,14.941,83.5682,125.2334,323.5125,3.0466,3.1325,2.4603,1.9431,2.2543
1501,14.95,83.8839,129.6092,332.7563,2.8601,2.9241,2.4538,1.7886,2.1
1501.125,14.958,83.2232,131.4702,339.4935,2.8797,2.9039,2.4522,1.7147,2.023
1501.25,14.967,83.2956,127.3103,339.2708,2.8452,2.8487,2.4514,1.7203,2.0268
1501.375,14.975,84.1895,125.6568,341.9704,2.8031,2.806,2.451,1.6971,2.0123
1501.5,14.983,84.9311,124.2853,343.2938,2.7704,2.7841,2.449,1.6864,1.9985
1501.625,14.992,84.5286,121.8288,341.114,2.7543,2.7823,2.4457,1.7104,2.0254
1501.75,15,82.4375,121.8634,341.5585,2.7562,2.7981,2.4452,1.7069,2.0228
