"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","RMG","RMN"
1272.375,3.629,60.7016,113.2834,275.9705,5.1594,5.7234,2.9977,4.1198
1272.5,3.667,61.7478,113.6836,284.6016,4.2667,4.9315,2.4189,3.4185
1272.625,3.705,62.9738,116.5451,298.6004,3.9093,4.5499,2.4797,3.2148
1272.75,3.742,63.7593,120.2894,307.713,3.8161,4.4162,2.4988,3.2223
1272.875,3.78,64.2182,118.7325,311.3317,3.9899,4.5266,2.5558,3.2912
1273,3.818,64.7139,114.1166,308.3357,4.4233,4.8057,2.6431,3.5032
1273.125,3.856,64.8271,115.4159,293.0722,4.6943,4.9673,3.0348,4.2382
1273.25,3.894,64.8202,117.4551,280.8544,4.7805,5.0135,2.8938,4.4762
1273.375,3.932,64.7417,121.9175,283.0055,4.7358,4.9665,2.6272,4.0002
1273.5,3.97,64.68,129.5265,290.5754,4.457,4.7674,2.5361,3.5543
1273.625,4.005,64.6633,134.1916,303.1253,4.1172,4.4786,2.4482,3.0366
1273.75,4.029,64.7307,132.1469,307.2524,4.1194,4.4436,2.5003,3.068
1273.875,4.053,64.7687,127.9752,305.0464,4.2285,4.5115,2.6471,3.3006
1274,4.077,64.8374,124.2747,295.7579,4.5065,4.7043,2.3462,3.6766
1274.125,4.101,64.9228,124.9709,289.6748,4.7417,4.8616,2.2422,3.7293
1274.25,4.125,65.1336,124.0555,287.79,4.8612,4.9535,2.4808,3.782
1274.375,4.149,65.4303,122.9864,287.8569,4.805,4.9077,2.7955,3.6647
1274.5,4.173,65.9285,123.2276,284.7214,4.644,4.7683,2.7483,3.6625
1274.625,4.197,66.5542,123.3154,291.4425,4.355,4.5417,2.6444,3.312
1274.75,4.221,66.8496,120.1029,295.202,4.2059,4.4097,2.5612,3.1871
1274.875,4.245,67.1324,113.4698,299.1451,4.0489,4.2799,2.5786,3.1224
1275,4.269,67.2448,112.9216,313.6841,3.9682,4.1977,2.6199,3.1849
1275.125,4.293,67.0875,118.4638,313.8027,4.0084,4.2022,2.4893,3.1308
1275.25,4.317,66.8329,121.298,310.8004,4.0667,4.2323,2.2879,3.089
1275.375,4.341,66.4499,122.7288,308.9458,4.157,4.2957,2.3484,3.3461
1275.5,4.365,65.9371,122.7234,303.1423,4.2472,4.3584,2.6987,3.3874
1275.625,4.389,65.3441,118.2446,298.6696,4.3728,4.4515,2.6723,3.4485
1275.75,4.413,64.8741,115.5584,300.546,4.4382,4.5091,2.6416,3.4684
1275.875,4.438,64.2011,116.1942,296.0623,4.5418,4.6138,3.0262,3.5732
1276,4.462,63.0838,117.4661,288.5255,4.7746,4.8241,3.381,3.8286
1276.125,4.486,62.011,116.1341,283.3537,5.0197,5.0831,3.6545,4.1526
1276.25,4.51,61.1512,114.1111,281.7563,5.2705,5.329,4.1872,4.6585
1276.375,4.534,60.0106,107.8507,275.3042,5.9078,5.8733,4.5573,5.0973
1276.5,4.558,58.7478,99.2385,270.4833,6.9326,6.704,5.1533,5.7058
1276.625,4.582,57.1581,89.1352,259.4579,7.8524,7.4175,6.2982,7.2126
1276.75,4.606,56.1295,82.9845,255.2883,8.1362,7.6788,6.4958,7.1769
1276.875,4.63,55.1066,80.3093,266.2166,8.0754,7.6745,5.8521,6.5757
1277,4.654,54.6894,81.6742,268.0942,8.3027,7.8967,5.6097,6.178
1277.125,4.678,55.2325,85.3965,272.3642,7.508,7.2785,5.3423,6.456
